"""Preview""","""Collection""","""Obs. ID""","""Product ID""","""RA (J2000.0)""","""Dec. (J2000.0)""","""Start Date""","""Instrument""","""Int. Time""","""Target Name""","""Filter""","""Cal. Lev.""","""Obs. Type""","""Min. Wavelength""","""Max. Wavelength""","""Proposal ID""","""P.I. Name""","""Data Release""","""Field of View""","""Shape""","""Pixel Scale""","""Resolving Power""","""End Date""","""Data Type""","""Moving Target""","""Provenance Name""","""Provenance Keywords""","""Intent""","""Target Type""","""Target Standard""","""Target Keywords""","""Meta Release""","""Sequence Number""","""Algorithm Name""","""Proposal Title""","""Proposal Keywords""","""IQ""","""Instrument Keywords""","""Tau""","""Molecule""","""Transition""","""Proposal Project""","""Band""","""Prov. Reference""","""Prov. Version""","""Prov. Project""","""Prov. Producer""","""Prov. Run ID""","""Prov. Last Executed""","""Prov. Inputs""","""Rest-frame Energy""","""Quality""","""planeID""","""DOWNLOADABLE""","""Publisher ID"""
caom:BLAST/BLASTcasa2005-06-12,BLAST,BLASTcasa2005-06-12,REDUCED_250_2008-12-22,350.89230469944044,58.84194028242031,,BLAST,,casa,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2009-10-07T00:00:00.000,1.2969171821021632,polygon 352.2824713413752 58.48722422109866 350.2350635010311 58.11366362947922 349.47400119166446 59.18141730019438 351.5777053676977 59.566735694646056,20.000016000000002,2.78260869565,,image,0,SANEPIC,,science,field,0,,2009-10-07T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,2.5E-4,,00000000-0000-0000-3c27-013955584078,ivo://cadc.nrc.ca/BLAST?BLASTcasa2005-06-12/REDUCED_250_2008-12-22,ivo://cadc.nrc.ca/BLAST?BLASTcasa2005-06-12/REDUCED_250_2008-12-22
caom:BLAST/BLASTcasa2005-06-12,BLAST,BLASTcasa2005-06-12,REDUCED_500_2008-12-22,350.89230469944044,58.84194028242031,,BLAST,,casa,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2009-10-07T00:00:00.000,1.2969171821021632,polygon 352.2824713413752 58.48722422109866 350.2350635010311 58.11366362947922 349.47400119166446 59.18141730019438 351.5777053676977 59.566735694646056,20.000016000000002,2.78260869565,,image,0,SANEPIC,,science,field,0,,2009-10-07T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,5.0E-4,,00000000-0000-0000-bc8e-013955584fa4,ivo://cadc.nrc.ca/BLAST?BLASTcasa2005-06-12/REDUCED_500_2008-12-22,ivo://cadc.nrc.ca/BLAST?BLASTcasa2005-06-12/REDUCED_500_2008-12-22
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,REDUCED_500_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,,5.0E-4,,00000000-0000-0000-28bb-0139555819e7,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/REDUCED_500_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/REDUCED_500_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,DECON_250_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin_WHT,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,caom:BLAST/BLASTbullet2006-12-21/REDUCED_250_2008-11-11,2.5E-4,,00000000-0000-0000-8f1c-013955581e9e,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/DECON_250_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/DECON_250_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,DECON_350_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin_WHT,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,caom:BLAST/BLASTbullet2006-12-21/REDUCED_350_2008-11-11,3.5E-4,,00000000-0000-0000-e7c6-013955582605,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/DECON_350_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/DECON_350_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,DECON_500_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin_WHT,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,caom:BLAST/BLASTbullet2006-12-21/REDUCED_500_2008-11-11,5.0E-4,,00000000-0000-0000-b1a6-013955582d62,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/DECON_500_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/DECON_500_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,REDUCED_250_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,,2.5E-4,,00000000-0000-0000-1125-013955580a22,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/REDUCED_250_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/REDUCED_250_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,REDUCED_350_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,,3.5E-4,,00000000-0000-0000-8598-0139555814f3,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/REDUCED_350_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/REDUCED_350_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,SMOOTH_250_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin_WHT,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,caom:BLAST/BLASTbullet2006-12-21/DECON_250_2008-11-11,2.5E-4,,00000000-0000-0000-df17-013955583401,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/SMOOTH_250_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/SMOOTH_250_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,SMOOTH_350_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin_WHT,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,caom:BLAST/BLASTbullet2006-12-21/DECON_350_2008-11-11,3.5E-4,,00000000-0000-0000-b26f-01395558386a,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/SMOOTH_350_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/SMOOTH_350_2008-11-11
caom:BLAST/BLASTbullet2006-12-21,BLAST,BLASTbullet2006-12-21,SMOOTH_500_2008-11-11,104.62842604042429,-56.008253196458014,,BLAST,,bullet,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2009-04-09T00:00:00.000,0.9875697594336224,polygon 103.64614421870934 -55.55987005130331 105.61076519125044 -55.55990932253468 105.63356751638186 -56.44864809154345 103.6232276651416 -56.44860748391477,10.000008,2.78260869565,,image,0,Optibin_WHT,,science,field,0,,2009-04-09T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Marie Rex,,2010-03-16T18:56:00.000,caom:BLAST/BLASTbullet2006-12-21/DECON_500_2008-11-11,5.0E-4,,00000000-0000-0000-0270-013955583cfd,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/SMOOTH_500_2008-11-11,ivo://cadc.nrc.ca/BLAST?BLASTbullet2006-12-21/SMOOTH_500_2008-11-11
caom:BLAST/BLASTarp2202005-06-12,BLAST,BLASTarp2202005-06-12,REDUCED_250_2006-01-01,233.7384000000022,23.50263999999891,,BLAST,,arp220,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2008-03-22T00:00:00.000,0.04111872761734503,polygon 233.62775407668906 23.603989664632735 233.84904592331088 23.603989664632735 233.8488757642982 23.401212313816373 233.6279242357018 23.401212313816373,10.000008000000001,2.78260869565,,image,0,SANEPIC,,science,field,0,,2008-03-22T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,2.5E-4,,00000000-0000-0000-5068-01395557f740,ivo://cadc.nrc.ca/BLAST?BLASTarp2202005-06-12/REDUCED_250_2006-01-01,ivo://cadc.nrc.ca/BLAST?BLASTarp2202005-06-12/REDUCED_250_2006-01-01
caom:BLAST/BLASTarp2202005-06-12,BLAST,BLASTarp2202005-06-12,REDUCED_350_2006-01-01,233.7384000000022,23.50263999999891,,BLAST,,arp220,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2008-03-22T00:00:00.000,0.04111872761734503,polygon 233.62775407668906 23.603989664632735 233.84904592331088 23.603989664632735 233.8488757642982 23.401212313816373 233.6279242357018 23.401212313816373,10.000008000000001,2.78260869565,,image,0,SANEPIC,,science,field,0,,2008-03-22T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,3.5E-4,,00000000-0000-0000-57c5-01395557fd9f,ivo://cadc.nrc.ca/BLAST?BLASTarp2202005-06-12/REDUCED_350_2006-01-01,ivo://cadc.nrc.ca/BLAST?BLASTarp2202005-06-12/REDUCED_350_2006-01-01
caom:BLAST/BLASTarp2202005-06-12,BLAST,BLASTarp2202005-06-12,REDUCED_500_2006-01-01,233.7384000000022,23.50263999999891,,BLAST,,arp220,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2008-03-22T00:00:00.000,0.04111872761734503,polygon 233.62775407668906 23.603989664632735 233.84904592331088 23.603989664632735 233.8488757642982 23.401212313816373 233.6279242357018 23.401212313816373,10.000008000000001,2.78260869565,,image,0,SANEPIC,,science,field,0,,2008-03-22T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,5.0E-4,,00000000-0000-0000-0bb2-013955580413,ivo://cadc.nrc.ca/BLAST?BLASTarp2202005-06-12/REDUCED_500_2006-01-01,ivo://cadc.nrc.ca/BLAST?BLASTarp2202005-06-12/REDUCED_500_2006-01-01
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,SMOOTH_350_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/DECON_350_2009-03-06,3.5E-4,,00000000-0000-0000-7ec5-013c273a76ec,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/SMOOTH_350_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/SMOOTH_350_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,REDUCED_350_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,3.5E-4,,00000000-0000-0000-265f-013c273a5b41,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/REDUCED_350_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/REDUCED_350_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,DECON_500_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/REDUCED_500_2009-03-06,5.0E-4,,00000000-0000-0000-7920-013c273a6cb5,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/DECON_500_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/DECON_500_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,DECON_250_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/REDUCED_250_2009-03-06,2.5E-4,,00000000-0000-0000-66fd-013c273a653e,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/DECON_250_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/DECON_250_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,CATALOG_350_2009-03-06,,,,BLAST,,abell3112,,3,,,,BLAST,Mark Devlin,2010-03-12T00:00:00.000,,,,,,http://www.opencadc.org/caom2/DataProductType#catalog,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/SMOOTH_350_2009-03-06,,,00000000-0000-0000-f319-013c273a818d,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/CATALOG_350_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/CATALOG_350_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,CATALOG_250_2009-03-06,,,,BLAST,,abell3112,,3,,,,BLAST,Mark Devlin,2010-03-12T00:00:00.000,,,,,,http://www.opencadc.org/caom2/DataProductType#catalog,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/SMOOTH_250_2009-03-06,,,00000000-0000-0000-e237-013c273a7eb9,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/CATALOG_250_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/CATALOG_250_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,CATALOG_500_2009-03-06,,,,BLAST,,abell3112,,3,,,,BLAST,Mark Devlin,2010-03-12T00:00:00.000,,,,,,http://www.opencadc.org/caom2/DataProductType#catalog,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/SMOOTH_500_2009-03-06,,,00000000-0000-0000-321a-013c273a84d3,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/CATALOG_500_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/CATALOG_500_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,DECON_350_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-350um,2,,2.9499999999999996E-4,4.25E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/REDUCED_350_2009-03-06,3.5E-4,,00000000-0000-0000-8055-013c273a68c5,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/DECON_350_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/DECON_350_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,REDUCED_250_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,2.5E-4,,00000000-0000-0000-fc4c-013c273a5758,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/REDUCED_250_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/REDUCED_250_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,REDUCED_500_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,,5.0E-4,,00000000-0000-0000-9f8c-013c273a614d,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/REDUCED_500_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/REDUCED_500_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,SMOOTH_250_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-250um,2,,2.0999999999999998E-4,3.0199999999999997E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/DECON_250_2009-03-06,2.5E-4,,00000000-0000-0000-0fb2-013c273a736e,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/SMOOTH_250_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/SMOOTH_250_2009-03-06
caom:BLAST/BLASTabell31122006-12-21,BLAST,BLASTabell31122006-12-21,SMOOTH_500_2009-03-06,49.40616098805215,-44.308724465758075,,BLAST,,abell3112,BLAST-500um,2,,4.17E-4,6.24E-4,BLAST,Mark Devlin,2010-03-12T00:00:00.000,3.6722542096188846,polygon 50.72361221832556 -43.34289619542031 50.76739411109155 -45.25886082596679 48.04499151548043 -45.25890768286587 48.08864682613741 -43.34294001968425,10.000008,2.78260869565,,image,0,SANEPIC_WHT,,science,field,0,,2010-03-12T00:00:00.000,,exposure,The Balloon-borne Large Aperture Submillimeter Telescope,,,,0.0,,,,Millimeter,http://dx.doi.org/10.1086/,1.0,BLAST,Guillaume Patanchon,,2010-03-16T18:54:00.000,caom:BLAST/BLASTabell31122006-12-21/DECON_500_2009-03-06,5.0E-4,,00000000-0000-0000-9d63-013c273a7aab,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/SMOOTH_500_2009-03-06,ivo://cadc.nrc.ca/BLAST?BLASTabell31122006-12-21/SMOOTH_500_2009-03-06
